CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50060093,T-SWIRL CREPE,Queens,36-16,30 AVENUE,11103,9177038886,Japanese,10/11/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,,4/23/24,Cycle Inspection / Initial Inspection,40.76490622,-73.91718327,401,22,006300,4010054,4006510147,QN70,
50118227,YAN WO DOU BUN,Manhattan,98,MOTT STREET,10013,6462381877,Chinese,2/7/22,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,22,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.71724582,-73.99747843,102,01,004100,1002615,1002040001,MN24,
50081955,STAND UP CAFE,Brooklyn,7215,18 AVENUE,11204,7182328866,Chinese,8/30/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,64,,,4/23/24,Cycle Inspection / Initial Inspection,40.61497805,-73.99435951,311,43,026600,3158517,3061940003,BK28,
50111494,THE BEER GARAGE,Brooklyn,412,DOUGLASS STREET,11217,7185763409,American,8/10/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,5,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.67848237,-73.97966255,306,39,013100,3019356,3009460045,BK37,
41270498,STARBUCKS,Manhattan,301,WEST  145 STREET,10039,2126907835,Coffee/Tea,9/1/22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,0,A,9/1/22,4/23/24,Cycle Inspection / Re-inspection,40.82290158,-73.94205959,110,09,025900,1087463,1020457501,MN03,
50035531,DUNKIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,5167923957,Donuts,10/16/19,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,10/16/19,4/23/24,Cycle Inspection / Re-inspection,40.64831283,-73.7882815,,,,,,,
50137577,SHORE LINE FOODS,Queens,1,CROSS ISLAND PLZ,11422,9145895210,American,8/21/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,,,4/23/24,Pre-permit (Operational) / Compliance Inspection,40.67371397,-73.73227908,413,31,061602,4279577,4129800001,QN05,
50084799,HAANDI,Manhattan,113,LEXINGTON AVENUE,10016,2126855200,Indian,10/11/23,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,53,,,4/23/24,Cycle Inspection / Re-inspection,40.74248813,-73.98255522,106,02,006800,1018194,1008830067,MN21,
50106938,SABLE'S,Manhattan,1330,3 AVENUE,10075,9179928708,American,12/16/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,12/16/21,4/23/24,Pre-permit (Operational) / Re-inspection,40.77242458,-73.95865735,108,04,012800,1043176,1014110033,MN40,
50073147,A SLICE OF NEW YORK,Manhattan,727,8 AVENUE,10036,9298882744,Pizza,4/12/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,92,C,4/12/23,4/23/24,Cycle Inspection / Re-inspection,40.75956948,-73.98809883,104,03,012100,1081652,1010360036,MN15,
41478586,JJ'S COFFEE SHOP AND RESTAURANT FRITAILLE,Brooklyn,4021,GLENWOOD ROAD,11210,3476362850,Caribbean,10/26/23,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,12,A,10/26/23,4/23/24,Cycle Inspection / Initial Inspection,40.63460855,-73.93795426,317,45,078000,3114433,3050150001,BK91,
50142874,SHAURMA FACTORY,Brooklyn,3086,BRIGHTON    2 STREET,11235,3473127184,Eastern European,1/9/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,46,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.57654858,-73.96505706,313,48,036001,3245041,3086830097,BK19,
50117665,MANDYS LASAGNA WITH A TWIST,Brooklyn,1140,UTICA AVENUE,11203,9293275428,Italian,10/4/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10/4/22,4/23/24,Pre-permit (Operational) / Initial Inspection,40.64501472,-73.92967456,317,45,085000,3105284,3047600027,BK91,
41164650,BUENOS AIRES,Manhattan,513,EAST    6 STREET,10009,2122282775,Spanish,3/12/24,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,21,Z,3/12/24,4/23/24,Cycle Inspection / Re-inspection,40.72524015,-73.98340759,103,02,003200,1005113,1004020059,MN22,
50117262,TWO HANDS FRESH CORN DOGS,Manhattan,95,MACDOUGAL STREET,10012,9176756744,Korean,3/13/23,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,27,,,4/23/24,Cycle Inspection / Initial Inspection,40.72939143,-74.00100665,102,02,006500,1008735,1005420053,MN23,
40807238,RICHMOND COUNTY COUNTRY CLUB,Staten Island,1122,TODT HILL ROAD,10304,7183510600,American,4/11/24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,4/11/24,4/23/24,Cycle Inspection / Initial Inspection,40.58273199,-74.11255002,502,50,018100,5023158,5009000001,SI24,
50117911,MANGO MANGO ARTISAN LAB,Manhattan,19,SAINT MARKS PLACE,10003,9172615353,Asian/Asian Fusion,5/7/23,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,4/23/24,Administrative Miscellaneous / Initial Inspection,40.72907799,-73.98879343,103,02,003800,1006754,1004640048,MN22,
50072553,WAN ZHONG WANG FU ZHOU CUISINE,Brooklyn,773,60 STREET,11220,7186808886,Asian/Asian Fusion,5/24/22,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,35,,,4/23/24,Cycle Inspection / Initial Inspection,40.63593964,-74.01029012,307,43,010400,3016429,3008660051,BK34,
40378035,"DUNKIN', BASKIN ROBBINS",Queens,15367,HORACE HARDING EXPRESSWAY,11367,7183584031,Donuts,3/8/22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13,A,3/8/22,4/23/24,Cycle Inspection / Re-inspection,40.73939635,-73.81574116,407,20,083700,4141524,4064410030,QN62,
50102148,AJI SUSHI HOUSE,Queens,3606,DITMARS BLVD,11105,7187778889,Japanese,12/1/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,49,Z,12/1/22,4/23/24,Cycle Inspection / Re-inspection,40.77424792,-73.90806233,401,22,011700,4016401,4008210130,QN72,
50009667,EL GRAN CASTILLO DE JAGUA RESTAURANT,Brooklyn,355,FLATBUSH AVENUE,11238,7186228700,Latin American,4/5/22,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,0,A,4/5/22,4/23/24,Cycle Inspection / Re-inspection,40.6768861,-73.97223632,308,35,016300,3029032,3011640010,BK64,
50076675,ELIM BISTRO,Manhattan,11,PARK PLACE,10007,2126194266,Sandwiches,4/5/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,33,C,4/5/23,4/23/24,Cycle Inspection / Re-inspection,40.71282098,-74.00829646,101,01,002100,1001399,1001240004,MN24,
50093908,CAFE ATELIER,Manhattan,112,HUDSON STREET,10013,6468950133,Coffee/Tea,2/1/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,2/1/24,4/23/24,Cycle Inspection / Initial Inspection,40.719617,-74.0086292,101,01,003300,1002136,1001897505,MN24,
50090741,SPRINGBONE,Manhattan,20,UNION SQUARE WEST,10003,2126777818,Pizza,2/8/24,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,37,N,,4/23/24,Cycle Inspection / Initial Inspection,40.73660979,-73.99067938,105,02,005200,1016108,1008450002,MN13,
50115431,RED PIPES CAFE,Queens,7160,AUSTIN ST,11375,7183743436,Coffee/Tea,2/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37,,,4/23/24,Cycle Inspection / Initial Inspection,40.7195623,-73.84320981,406,29,073700,4077922,4032550033,QN17,
50057896,MADISON CAFE,Bronx,126,EAST BURNSIDE AVENUE,10453,7189933636,American,3/25/24,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,40,,,4/23/24,Cycle Inspection / Initial Inspection,40.85285485,-73.9048843,205,14,024100,2007669,2028070059,BX41,
50082681,NITTIS,Manhattan,523,9 AVENUE,10018,2019526263,Italian,3/9/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,3/9/23,4/23/24,Cycle Inspection / Initial Inspection,40.75661658,-73.99396125,104,03,011500,1012994,1007370031,MN15,
41405205,MESA COYOACAN,Brooklyn,372,GRAHAM AVENUE,11211,7187828171,Mexican,1/3/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,36,,,4/23/24,Cycle Inspection / Initial Inspection,40.71551421,-73.94453413,301,34,049700,3068619,3027550004,BK90,
40760523,ROSA MEXICANO,Manhattan,61,COLUMBUS AVENUE,10023,2129777700,Mexican,9/19/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18,B,9/19/23,4/23/24,Cycle Inspection / Re-inspection,40.77119568,-73.9833275,107,06,014900,1027461,1011157502,MN14,
41232504,FIG & OLIVE,Manhattan,420,WEST   13 STREET,10014,2129241200,Mediterranean,3/23/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,0,,,4/23/24,Cycle Inspection / Initial Inspection,40.74061458,-74.00674099,102,03,007900,1080266,1006450029,MN23,
50010805,CAFE AU LEE,Brooklyn,193,LEE AVENUE,11211,7183842379,Jewish/Kosher,5/18/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,29,,,4/23/24,Cycle Inspection / Initial Inspection,40.70216037,-73.95595649,301,33,053300,3061001,3022260004,BK72,
50091817,DOMINO'S,Bronx,1468,WESTCHESTER AVENUE,10472,7188931777,Pizza,4/13/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5,A,4/13/23,4/23/24,Cycle Inspection / Initial Inspection,40.82837754,-73.88154766,209,17,005200,2023762,2037370038,BX55,
